"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"SL","2019-04-02","84.5",-3.53449157081431,5.03045441253217,"Max Scherzer",592663,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",1,1,2019,0.390238646054442,0.258601704228247,"0.07","1.50",516416,547180,"null",2,5,"Top","null","null",,,"543228",,"190403_012037",7.58234052704731,-122.818648706458,-2.33872791585996,2.39379179132827,24.5719961781452,-29.3445567151953,3.32,1.65,"null","null","null",84.073,"2474",6.096,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.4038181182182,"null","null","null","null","null","null","null",37,"3","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2019-04-02","85.2",-3.51999821517115,5.01571804046239,"Max Scherzer",592663,453286,"null","swinging_strike",,,,,"9","null","R","R","R","WSH","PHI","S","null","null",1,0,2019,0.44949934680881,0.27035376771938,"0.52","2.00",516416,547180,"null",2,5,"Top","null","null",,,"543228",,"190403_012012",8.53361551157303,-123.690219580029,-1.22614133963391,2.69392967912889,26.6041870338309,-29.4373205042198,3.52,1.54,"null","null","null",84.276,"2390",5.992,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.5079797705816,"null","null","null","null","null","null","null",37,"2","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"CU","2019-04-02","76.9",-3.29204314489654,5.29038554247915,"Max Scherzer",592663,453286,"null","ball",,,,,"9","null","R","R","R","WSH","PHI","B","null","null",0,0,2019,1.33413867389591,-0.398175292815196,"0.80","1.69",516416,547180,"null",2,5,"Top","null","null",,,"543228",,"190403_011944",6.23008907598025,-111.74890571144,0.0947092460910111,9.75848960677564,20.7332426672241,-35.7028829395456,3.36,1.51,"null","null","null",75.933,"2693",5.729,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.7709323363133,"null","null","null","null","null","null","null",37,"1","Curveball",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2019-04-02","83.0",-3.51151911471458,5.02126336530569,"Max Scherzer",656555,453286,"strikeout","swinging_strike",,,,,"14","Rhys Hoskins strikes out swinging.  ","R","R","R","WSH","PHI","S",2,"null",0,2,2019,-1.4848799139196,0.261527771768218,"0.47","0.97",516416,547180,"null",1,5,"Top","null","null",,,"543228",,"190403_011902",11.9554139771672,-120.307987010573,-3.24592243679558,-16.6690674365892,22.89687657192,-29.2359548742137,3.35,1.44,"null","null","null",82.705,"1641",6.265,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.2342413307449,"null","null","0.00",1,0,0,"null",36,"3","Changeup",0,2,2,0,2,0,2,0,"Strategic","Standard"
"SL","2019-04-02","83.9",-3.51185623286915,5.05907865186345,"Max Scherzer",656555,453286,"null","foul",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",0,1,2019,0.252406386017779,-0.0518016581161386,"0.33","2.07",516416,547180,"null",1,5,"Top","null","null",,,"543228",,"190403_011830",8.32934226416815,-121.811047042129,-0.371466791479865,0.797611352173197,24.5926793012802,-32.8453582485326,3.36,1.47,"128","null","null",83.224,"2158",6.03,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.4699707188426,"null","null","null","null","null","null","null",36,"2","Slider",0,2,2,0,2,0,2,0,"Strategic","Standard"
"CH","2019-04-02","83.3",-3.46204395238111,4.99536126992658,"Max Scherzer",656555,453286,"null","called_strike",,,,,"4","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,-1.16472889922829,0.373187857345563,"-0.36","2.86",516416,547180,"null",1,5,"Top","null","null",,,"543228",,"190403_011806",9.42053114075903,-121.059492720855,0.769132578459272,-13.2080361497146,21.3798040495827,-28.8036183265689,3.47,1.56,"null","null","null",83.659,"1300",6.383,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.1161556962069,"null","null","null","null","null","null","null",36,"1","Changeup",0,2,2,0,2,0,2,0,"Strategic","Standard"
"CU","2019-04-02","79.3",-3.35821743420108,5.1350860025806,"Max Scherzer",547180,453286,"double","hit_into_play_no_out",,,,,"5","Bryce Harper doubles (2) on a line drive to right fielder Adam Eaton.   Jean Segura to 3rd.  ","R","L","R","WSH","PHI","X",9,"line_drive",1,2,2019,0.984977426997517,-0.497863196597969,"-0.12","1.84","null","null",516416,1,5,"Top","197.17","108.67",,,"543228",,"190403_011708",5.22101248637221,-115.288898998048,0.46495505729438,7.71446726112568,20.6064973371854,-36.8605555966999,2.95,1.25,"273","95.9","18",78.688,"2686",5.824,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.67564182602,"0.418","0.452","1.25",1,1,1,4,35,"5","Curveball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-04-02","96.0",-3.36073971630072,4.87742765067063,"Max Scherzer",547180,453286,"null","foul",,,,,"2","null","R","L","R","WSH","PHI","S","null","null",1,2,2019,-0.881401268659546,1.37168968547415,"-0.21","2.59","null","null",516416,1,5,"Top","null","null",,,"543228",,"190403_011635",10.2047406787623,-139.311507179104,-3.45880971912668,-13.608513532675,31.2331315367641,-14.0150658771725,3,1.34,"202","null","null",95.172,"2541",5.957,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.5423848091935,"null","null","null","null","null","null","null",35,"4","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-04-02","94.0",-3.45449120837428,4.86618440346178,"Max Scherzer",547180,453286,"null","foul",,,,,"5","null","R","L","R","WSH","PHI","S","null","null",1,1,2019,-0.873212920046903,1.36228796903823,"0.19","2.61","null","null",516416,1,5,"Top","null","null",,,"543228",,"190403_011556",11.2773669317579,-136.301915633986,-3.0354225838378,-13.3419357255588,31.5847471479821,-14.9749981759285,3.14,1.56,"null","null","null",93.073,"2582",6.059,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.4408095720786,"null","null","null","null","null","null","null",35,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"FC","2019-04-02","88.8",-3.61516723636395,4.95548803086815,"Max Scherzer",547180,453286,"null","ball",,,,,"12","null","R","L","R","WSH","PHI","B","null","null",0,1,2019,0.323557353797549,0.75410005577785,"1.53","3.19","null","null",516416,1,5,"Top","null","null",,,"543228",,"190403_011527",11.7976990547811,-128.773310783556,0.218368086658758,1.07716904876561,26.8177007118516,-24.224799522024,3.14,1.42,"null","null","null",87.755,"2543",5.83,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.6691477960823,"null","null","null","null","null","null","null",35,"2","Cutter",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2019-04-02","83.0",-3.5099343988235,4.9778463461284,"Max Scherzer",547180,453286,"null","foul",,,,,"1","null","R","L","R","WSH","PHI","S","null","null",0,0,2019,-1.40172358482221,0.105142004236964,"-0.43","2.79","null","null",516416,1,5,"Top","null","null",,,"543228",,"190403_011447",9.77795328191817,-120.492942783431,1.29164583917285,-15.5564686652069,23.2492507400107,-31.6096447961131,3.14,1.42,"null","null","null",82.959,"1322",6.376,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.1230601065173,"null","null","null","null","null","null","null",35,"1","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2019-04-02","84.7",-3.30858645091768,5.14056429589389,"Max Scherzer",516416,453286,"single","hit_into_play_no_out",,,,,"13","Jean Segura singles on a ground ball to second baseman Brian Dozier.  ","R","R","R","WSH","PHI","X",4,"ground_ball",0,2,2019,-1.49491369252348,0.231926862698228,"-0.24","0.65","null","null","null",1,5,"Top","122.90","151.76",,,"543228",,"190403_011354",10.0704528138766,-122.762915066835,-4.50239861110754,-17.0697612401519,25.4315587768018,-29.149025717011,3.25,1.5,"83","55.8","15",84.076,"1755",6.205,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.2941523958787,"0.200","0.180","0.90",1,1,0,1,34,"3","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-04-02","94.1",-3.50489148024034,4.98416342638874,"Max Scherzer",516416,453286,"null","foul",,,,,"5","null","R","R","R","WSH","PHI","S","null","null",0,1,2019,-0.834954698696253,1.27178865778289,"0.13","2.59","null","null","null",1,5,"Top","null","null",,,"543228",,"190403_011330",11.1251785476663,-136.569795900751,-3.23938487759607,-12.65047301663,28.8362391047172,-16.0290541373157,3.23,1.48,"12","null","null",93.284,"2541",5.86,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.6392870045968,"null","null","null","null","null","null","null",34,"2","4-Seam Fastball",0,2,2,0,2,0,2,0,"Standard","Standard"
"SL","2019-04-02","83.6",-3.50132107096516,5.09677722024763,"Max Scherzer",516416,453286,"null","swinging_strike",,,,,"8","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,0.243058289583785,-0.184666516676208,"0.05","1.55","null","null","null",1,5,"Top","null","null",,,"543228",,"190403_011310",7.62084697257637,-121.50673135348,-1.42081026124815,0.998997679673303,21.8993713195603,-33.9457751279561,3.22,1.46,"null","null","null",82.979,"2334",5.763,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.7364414110325,"null","null","null","null","null","null","null",34,"1","Slider",0,2,2,0,2,0,2,0,"Standard","Standard"
"CH","2019-04-02","84.8",-3.44536247311237,5.0790719405129,"Max Scherzer",457705,453286,"strikeout","called_strike",,,,,"13","Andrew McCutchen called out on strikes.  ","R","R","R","WSH","PHI","S",2,"null",1,2,2019,-1.64397025164217,0.244705042938932,"-0.95","2.08","null","null","null",0,5,"Top","null","null",,,"543228",,"190403_011236",9.02246750946645,-123.097223973976,-1.11399452152148,-18.3318378974556,24.4122096731182,-29.7201242439533,3.47,1.53,"null","null","null",84.246,"1807",6.059,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.4405739215903,"null","null","0.00",1,0,0,"null",33,"4","Changeup",0,2,2,0,2,0,2,0,"Standard","Standard"
"FF","2019-04-02","93.7",-3.4558602982409,4.98058816246698,"Max Scherzer",457705,453286,"null","called_strike",,,,,"14","null","R","R","R","WSH","PHI","S","null","null",1,1,2019,-1.28802117199349,1.33543794965227,"0.04","1.30","null","null","null",0,5,"Top","null","null",,,"543228",,"190403_011215",11.8325915066543,-135.818980955024,-6.64549220324535,-18.4997657952923,29.8113581664185,-14.4453604539927,3.36,1.5,"null","null","null",93.335,"2585",6.293,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.2064160566051,"null","null","null","null","null","null","null",33,"3","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"SL","2019-04-02","83.2",-3.48524761731655,5.04200178521844,"Max Scherzer",457705,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",0,1,2019,0.284154587761451,0.0813333281991357,"0.52","0.80","null","null","null",0,5,"Top","null","null",,,"543228",,"190403_011158",8.56736296838982,-120.861096606454,-3.3652455640104,1.04029002464555,24.0411204257624,-30.9575640782362,3.49,1.6,"null","null","null",82.525,"2575",5.98,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.5199893316898,"null","null","null","null","null","null","null",33,"2","Slider",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2019-04-02","92.6",-3.56208038705155,5.0114655656879,"Max Scherzer",457705,453286,"null","foul",,,,,"4","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,-1.33207043890704,1.48448098918832,"-0.58","2.41","null","null","null",0,5,"Top","null","null",,,"543228",,"190403_011139",10.3964395461263,-134.299170487945,-3.94658188881601,-18.2463164298629,30.650710528873,-13.8270549722368,3.52,1.54,"null","null","null",91.658,"2807",6.029,565898,453286,"543228","475582","572821","543685","594694","665742","645302","594809",54.4700563790873,"null","null","null","null","null","null","null",33,"1","4-Seam Fastball",0,2,2,0,2,0,2,0,"Infield shift","Standard"
"FF","2019-04-02","92.4",-3.62727509228388,4.70917454923714,"Max Scherzer",621107,453286,"field_out","hit_into_play",,,,,"1","Zach Eflin grounds out, third baseman Anthony Rendon to first baseman Matt Adams.  ","R","R","R","WSH","PHI","X",5,"ground_ball",3,2,2019,-0.596929994019329,0.742407174936884,"-0.75","3.24",514917,596748,"null",2,4,"Top","105.75","167.46",,,"543228",,"190403_010018",8.64341031790759,-134.37105513532,0.473521083126263,-9.10149492453376,29.0120396788622,-23.490626570127,3.7,1.68,"35","70.0","-3",92.485,"2377",6.367,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.1326401562651,"0.095","0.086","0.00",1,0,0,2,28,"7","4-Seam Fastball",0,2,2,0,2,0,2,0,"Strategic","Standard"
"SL","2019-04-02","83.5",-3.56323712185054,4.81059392723886,"Max Scherzer",621107,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",2,2,2019,0.516618471411662,0.133353414034163,"2.03","0.88",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005928",11.7804652718977,-120.954044716209,-2.75286937822136,2.51736833432889,25.5005844621933,-30.5467541136658,3.66,1.66,"null","null","null",82.611,"2223",6.132,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3672151136574,"null","null","null","null","null","null","null",28,"6","Slider",0,1,1,0,1,0,1,0,"Strategic","Standard"
"SL","2019-04-02","84.6",-3.52752782131059,4.90850673048304,"Max Scherzer",621107,453286,"null","ball",,,,,"14","null","R","R","R","WSH","PHI","B","null","null",1,2,2019,0.0878304494951192,0.0156154074257829,"1.87","0.62",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005900",12.3324908085166,-122.532211118692,-3.61351833882893,-1.52635846030042,23.9037900513196,-31.5343572196813,3.69,1.76,"null","null","null",84.05,"2320",6.158,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3410852715805,"null","null","null","null","null","null","null",28,"5","Slider",0,1,1,0,1,0,1,0,"Strategic","Standard"
"FF","2019-04-02","94.3",-3.38250582169916,5.05600153143519,"Max Scherzer",621107,453286,"null","ball",,,,,"12","null","R","R","R","WSH","PHI","B","null","null",0,2,2019,-0.747583830934215,1.37917287071345,"1.12","2.89",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005833",13.3214931335023,-136.60451446345,-2.89267379918893,-12.4852196590012,32.6527920686923,-14.5559041949965,3.67,1.7,"null","null","null",93.672,"2460",6.362,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.137314252051,"null","null","null","null","null","null","null",28,"4","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"FF","2019-04-02","94.2",-3.43943995201656,4.8462915707679,"Max Scherzer",621107,453286,"null","foul",,,,,"6","null","R","R","R","WSH","PHI","S","null","null",0,2,2019,-0.849774989176661,1.28257342753628,"0.44","2.37",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005811",11.8907700487784,-136.657403673437,-3.48836442212168,-13.2296982378872,30.6056695327798,-15.6717591614703,3.64,1.63,"null","null","null",93.654,"2425",6.173,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3262103422062,"null","null","null","null","null","null","null",28,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"SL","2019-04-02","83.2",-3.61507670157163,4.86281243508059,"Max Scherzer",621107,453286,"null","foul",,,,,"4","null","R","R","R","WSH","PHI","S","null","null",0,1,2019,0.502941577688617,0.0962377759034864,"-0.58","2.53",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005742",5.9462933850643,-120.948162362758,0.972113209523563,3.60386196180536,25.11791340252,-31.7020496124443,3.69,1.72,"null","null","null",82.347,"2079",5.92,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.579622798485,"null","null","null","null","null","null","null",28,"2","Slider",0,1,1,0,1,0,1,0,"Strategic","Standard"
"FF","2019-04-02","92.3",-3.50804585339893,4.84230185164243,"Max Scherzer",621107,453286,"null","foul",,,,,"9","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,-1.01787920801067,1.18654807747024,"0.50","2.20",546318,514917,596748,2,4,"Top","null","null",,,"543228",,"190403_005717",12.2912311217472,-133.684396301763,-3.32879218811433,-14.8932108798881,31.3018077375818,-17.6357987782779,3.74,1.73,"277","null","null",91.22,"2256",6.092,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.4077115298004,"null","null","null","null","null","null","null",28,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"CH","2019-04-02","82.7",-3.45791353497566,4.91819153351714,"Max Scherzer",514917,453286,"single","hit_into_play_no_out",,,,,"9","Cesar Hernandez singles on a soft ground ball to second baseman Brian Dozier.   Odubel Herrera to 3rd.  ","R","L","R","WSH","PHI","X",4,"ground_ball",1,0,2019,-1.43410919989823,0.242883826154564,"0.29","1.35","null",546318,"null",2,4,"Top","132.10","169.49",,,"543228",,"190403_005607",11.2969322967183,-119.864733217274,-2.0392165803053,-16.0227296916547,23.7246590928492,-29.6561297570346,3.26,1.45,"5","60.4","-51",82.355,"1422",6.332,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.167483612221,"0.138","0.124","0.90",1,1,0,2,26,"2","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","93.3",-3.46950553709492,4.99390457882346,"Max Scherzer",514917,453286,"null","ball",,,,,"11","null","R","L","R","WSH","PHI","B","null","null",0,0,2019,-0.824911210846983,1.38986307157633,"-1.33","3.41","null",546318,"null",2,4,"Top","null","null",,,"543228",,"190403_005546",7.22208768749923,-135.553468267974,-1.26976105518677,-11.6614659316245,31.850298254425,-15.3407073659069,3.33,1.52,"null","null","null",92.269,"2409",5.929,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.5703133735253,"null","null","null","null","null","null","null",26,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CU","2019-04-02","79.2",-3.31932057602135,5.11795703417939,"Max Scherzer",546318,453286,"double","hit_into_play_no_out",,,,,"8","Odubel Herrera doubles (1) on a fly ball to right fielder Adam Eaton.  ","R","L","R","WSH","PHI","X",9,"fly_ball",2,2,2019,1.33746149662786,-0.770676881664148,"-0.19","1.49","null","null","null",2,4,"Top","177.54","48.36",,,"543228",,"190403_005506",4.33714454783331,-115.046280234859,0.299653278133043,10.6585053186483,22.6176795060153,-39.1355497158125,3.45,1.58,"376","99.1","25",77.865,"2750",5.576,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.9237600132788,"0.622","0.999","1.25",1,1,1,6,25,"5","Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"CU","2019-04-02","80.5",-3.32557126213983,5.25094460225925,"Max Scherzer",546318,453286,"null","ball",,,,,"14","null","R","L","R","WSH","PHI","B","null","null",1,2,2019,0.722209764216211,-0.564778881577967,"0.31","-0.01","null","null","null",2,4,"Top","null","null",,,"543228",,"190403_005427",6.63385039491891,-116.9427627418,-3.8899827474894,5.21097560587956,22.0529632215165,-36.7456209666056,3.28,1.45,"null","null","null",79.413,"2632",5.628,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.8717333498427,"null","null","null","null","null","null","null",25,"4","Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"FF","2019-04-02","95.2",-3.43319264193467,4.94554630657496,"Max Scherzer",546318,453286,"null","swinging_strike",,,,,"13","null","R","L","R","WSH","PHI","S","null","null",1,1,2019,-1.01890569542081,1.14758237512476,"-1.10","1.85","null","null","null",2,4,"Top","null","null",,,"543228",,"190403_005403",8.30341639412376,-138.243314532033,-4.94364274727298,-14.7241877025636,31.0114617888306,-16.8175963160988,3.36,1.59,"null","null","null",94.344,"2438",5.918,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.581763790611,"null","null","null","null","null","null","null",25,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"CU","2019-04-02","77.6",-3.28998983898615,5.27914966237209,"Max Scherzer",546318,453286,"null","called_strike",,,,,"4","null","R","L","R","WSH","PHI","S","null","null",1,0,2019,1.03611742388639,-0.212146183823685,"-0.73","2.36","null","null","null",2,4,"Top","null","null",,,"543228",,"190403_005343",3.5854403719283,-112.737923163379,1.08211621464163,7.81056436194155,21.7541858375776,-34.4050584026948,3.29,1.55,"null","null","null",76.017,"2556",5.369,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",55.1308596725114,"null","null","null","null","null","null","null",25,"2","Curveball",0,1,1,0,1,0,1,0,"Strategic","Standard"
"FF","2019-04-02","93.5",-3.47429137544095,4.96514701642736,"Max Scherzer",546318,453286,"null","ball",,,,,"14","null","R","L","R","WSH","PHI","B","null","null",0,0,2019,-1.09785291016649,1.23152491703919,"0.67","1.14","null","null","null",2,4,"Top","null","null",,,"543228",,"190403_005326",13.0396996751773,-135.38498762604,-6.68763580492681,-16.4829309350538,32.1763551104919,-15.8075142007601,3.14,1.37,"null","null","null",92.718,"2464",6.3,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.1993454763421,"null","null","null","null","null","null","null",25,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","94.8",-3.47635077075896,4.84616961654855,"Max Scherzer",592663,453286,"field_out","hit_into_play",,,,,"5","J.T. Realmuto flies out sharply to right fielder Adam Eaton.  ","R","R","R","WSH","PHI","X",9,"fly_ball",2,1,2019,-0.743319169374012,1.44375316153982,"0.26","2.77","null","null","null",1,4,"Top","170.92","78.58",,,"543228",,"190403_005253",11.3234760922306,-137.524949889265,-2.85779146166998,-11.9846745967368,32.98960930225,-13.7364752639496,3.57,1.57,"299","100.2","47",93.75,"2588",6.027,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.472063521946,"0.025","0.034","0.00",1,0,0,3,24,"4","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2019-04-02","85.3",-3.37213785997372,5.09952632481839,"Max Scherzer",592663,453286,"null","ball",,,,,"13","null","R","R","R","WSH","PHI","B","null","null",1,1,2019,-1.62760650592424,0.273014773356934,"-1.37","2.43","null","null","null",1,4,"Top","null","null",,,"543228",,"190403_005220",8.01975863423892,-123.95577020808,-0.477916898243346,-18.4641528093838,26.6405946309615,-29.4879915589746,3.64,1.64,"null","null","null",85.179,"1554",6.457,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.042341560306,"null","null","null","null","null","null","null",24,"3","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","94.7",-3.49838611239643,4.89579909361812,"Max Scherzer",592663,453286,"null","ball",,,,,"13","null","R","R","R","WSH","PHI","B","null","null",0,1,2019,-1.22935466399573,1.29157407220481,"-1.33","1.65","null","null","null",1,4,"Top","null","null",,,"543228",,"190403_005202",8.37013405854522,-137.500204460078,-5.57050381268311,-17.4143711463448,32.6837889378885,-14.8827813255344,3.7,1.67,"null","null","null",94.06,"2412",6.199,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3003440397176,"null","null","null","null","null","null","null",24,"2","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","93.4",-3.43413178788746,5.05838514961434,"Max Scherzer",592663,453286,"null","foul",,,,,"5","null","R","R","R","WSH","PHI","S","null","null",0,0,2019,-0.929449434003819,1.25017837685648,"-0.01","2.65","null","null","null",1,4,"Top","null","null",,,"543228",,"190403_005148",10.7646534965322,-135.498241443342,-3.08884097586992,-13.768821179085,31.3191270432235,-16.5297977901197,3.61,1.59,"319","null","null",92.503,"2414",6.054,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.44510058536,"null","null","null","null","null","null","null",24,"1","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","94.7",-3.51073479424272,4.91844881081439,"Max Scherzer",656555,453286,"strikeout","swinging_strike",,,,,"4","Rhys Hoskins strikes out swinging.  ","R","R","R","WSH","PHI","S",2,"null",1,2,2019,-0.800025008151678,1.53879462488063,"-0.37","2.79","null","null","null",0,4,"Top","null","null",,,"543228",,"190403_005108",9.92915791272544,-137.436489260837,-3.2176552059326,-12.3775297291492,32.5588760426701,-12.367316673759,3.55,1.57,"null","null","null",94,"2390",6.183,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3169449549669,"null","null","0.00",1,0,0,"null",23,"6","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2019-04-02","86.0",-3.38406991454173,5.17240745247078,"Max Scherzer",656555,453286,"null","foul",,,,,"7","null","R","R","R","WSH","PHI","S","null","null",1,2,2019,-1.55182106221687,0.159488680132614,"-0.66","2.02","null","null","null",0,4,"Top","null","null",,,"543228",,"190403_005041",9.50477561231666,-124.857911516346,-1.50075256740474,-18.001083031657,25.819952836348,-30.4510457027872,3.41,1.52,"null","null","null",85.364,"1548",6.066,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.4336848923627,"null","null","null","null","null","null","null",23,"5","Changeup",0,1,1,0,1,0,1,0,"Standard","Standard"
"FF","2019-04-02","95.2",-3.55212712994564,4.85074092374037,"Max Scherzer",656555,453286,"null","foul",,,,,"3","null","R","R","R","WSH","PHI","S","null","null",1,2,2019,-0.558288287495268,1.23669336283438,"0.56","3.04","null","null","null",0,4,"Top","null","null",,,"543228",,"190403_005014",11.9678755904673,-138.067841601131,-1.82382671743483,-9.74316579538089,30.5393557767835,-16.2746536860122,3.35,1.54,"null","null","null",94.692,"2523",6.164,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.3353723677425,"null","null","null","null","null","null","null",23,"4","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"SL","2019-04-02","84.9",-3.47353430981523,5.25125089755273,"Max Scherzer",656555,453286,"null","called_strike",,,,,"2","null","R","R","R","WSH","PHI","S","null","null",1,1,2019,0.359507831678097,0.104263261696971,"0.19","3.24","null","null","null",0,4,"Top","null","null",,,"543228",,"190403_004952",7.77505692339166,-123.18628911522,1.49202133206803,1.8787557118589,26.6083705953319,-31.7326857462076,3.44,1.55,"null","null","null",83.501,"2286",5.724,565898,453286,"543228","571431","572821","543685","594694","665742","645302","594809",54.7754163887091,"null","null","null","null","null","null","null",23,"3","Slider",0,1,1,0,1,0,1,0,"Standard","Standard"
