"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FC","2019-09-03","90.5",-3.57788597259466,5.12189953368668,"Max Scherzer",607043,453286,"field_out","hit_into_play",,,,,"5","Brandon Nimmo flies out to left fielder Juan Soto.  ","R","L","R","WSH","NYM","X",7,"fly_ball",3,2,2019,-0.0474270591526637,0.701065700210829,"0.09","2.49","null","null","null",1,6,"Top","83.11","75.41",,,"435559",,"190904_003901",9.17733929531517,-131.573531816674,-2.17922068566275,-2.1244988159926,22.5622226326241,-23.8491165358071,3.52,1.53,"313","97.9","48",90.558,"2463",5.95,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5496866021871,"0.005","0.005","0.00",1,0,0,3,43,"6","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","88.5",-3.74048575201587,5.09330799488824,"Max Scherzer",607043,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",2,2,2019,-0.0925083960268719,0.651332043347842,"-1.14","1.92","null","null","null",1,6,"Top","null","null",,,"435559",,"190904_003819",6.49528075409254,-128.849689882863,-3.12158719017014,-2.12070832372173,21.5761020725045,-24.5644309921217,3.52,1.77,"null","null","null",88.808,"2361",6.022,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4773775510349,"null","null","null","null","null","null","null",43,"5","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","94.4",-3.48911899226685,5.38068205111838,"Max Scherzer",607043,453286,"null","called_strike",,,,,"6","null","R","L","R","WSH","NYM","S","null","null",2,1,2019,-0.854197910703656,1.34787295336243,"0.71","2.37","null","null","null",1,6,"Top","null","null",,,"435559",,"190904_003751",12.7300237311825,-136.851342670551,-5.09583649806251,-13.2881830161888,27.4839808706241,-14.4210031313627,3.58,1.71,"null","null","null",94.171,"2467",6.161,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.3380547035794,"null","null","null","null","null","null","null",43,"4","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","89.6",-3.41198425791325,5.2674424142285,"Max Scherzer",607043,453286,"null","foul",,,,,"5","null","R","L","R","WSH","NYM","S","null","null",2,0,2019,-0.00389528392580009,0.79780817600805,"0.08","2.56","null","null","null",1,6,"Top","null","null",,,"435559",,"190904_003725",8.56156069077432,-130.300749951525,-2.41999197632719,-1.54907817461258,22.9024564464013,-22.8841805651555,3.58,1.69,"6","null","null",89.552,"2386",5.931,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5684040320393,"null","null","null","null","null","null","null",43,"3","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-03","79.7",-3.44391635623005,5.46097899048386,"Max Scherzer",607043,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",1,0,2019,0.969855591966434,-0.633333684157252,"-1.02","1.50","null","null","null",1,6,"Top","null","null",,,"435559",,"190904_003700",3.51178238511742,-116.003151292975,-0.85393580551297,7.96751861107441,20.2142011767054,-37.8626959289491,3.52,1.68,"null","null","null",78.983,"2888",5.621,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.8780075362722,"null","null","null","null","null","null","null",43,"2","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-03","77.8",-3.48372128991913,5.50824093635629,"Max Scherzer",607043,453286,"null","ball",,,,,"11","null","R","L","R","WSH","NYM","B","null","null",0,0,2019,1.13868338750994,-0.362462634986705,"-1.45","3.28","null","null","null",1,6,"Top","null","null",,,"435559",,"190904_003641",2.30222000441463,-113.16242034706,2.66231693079057,9.21098342746035,18.7145245956936,-35.8976960604945,3.55,1.63,"null","null","null",77.079,"2817",5.587,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.9122580110526,"null","null","null","null","null","null","null",43,"1","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-03","85.8",-3.5433921063398,5.22612441730841,"Max Scherzer",467092,453286,"field_out","hit_into_play",,,,,"5","Wilson Ramos grounds out sharply, third baseman Anthony Rendon to first baseman Matt Adams.  ","R","R","R","WSH","NYM","X",5,"ground_ball",1,0,2019,0.38944392673322,0.349684100241891,"-0.17","2.40","null","null","null",0,6,"Top","99.66","165.43",,,"435559",,"190904_003603",7.14705475511845,-124.883435191569,-1.19969478373157,2.79260033109707,21.6035606754727,-28.5606323071366,3.35,1.74,"8","101.5","-19",85.445,"2382",5.733,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7669070205937,"0.312","0.281","0.00",1,0,0,2,42,"2","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-03","85.4",-3.60126339502757,5.30511847886572,"Max Scherzer",467092,453286,"null","ball",,,,,"14","null","R","R","R","WSH","NYM","B","null","null",0,0,2019,0.213846733718817,0.121706704957869,"1.80","0.65","null","null","null",0,6,"Top","null","null",,,"435559",,"190904_003542",12.1835168785977,-123.746979638136,-4.86805032480221,0.00386917055218169,22.1839614071888,-30.2641204047308,3.41,1.65,"null","null","null",84.978,"2544",6.022,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4773313785847,"null","null","null","null","null","null","null",42,"1","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","88.0",-3.51233080977741,5.19354444050363,"Max Scherzer",624424,453286,"strikeout","called_strike",,,,,"13","Michael Conforto called out on strikes.  ","R","L","R","WSH","NYM","S",2,"null",1,2,2019,0.168568954196933,0.493372552528401,"-0.84","1.89","null","null","null",2,5,"Top","null","null",,,"435559",,"190904_002556",6.10998157576434,-128.170967535101,-2.99766563296059,0.800362703633787,22.119344079668,-26.424042514399,3,1.48,"null","null","null",88.141,"2439",5.961,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5385367552858,"null","null","0.00",1,0,0,"null",37,"4","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","94.3",-3.46906078438202,5.18965245744158,"Max Scherzer",624424,453286,"null","foul",,,,,"9","null","R","L","R","WSH","NYM","S","null","null",1,1,2019,-1.06759564972165,1.05872866603812,"0.53","1.55","null","null","null",2,5,"Top","null","null",,,"435559",,"190904_002533",12.676073856672,-136.663790704267,-6.04444046074786,-16.0090642495235,28.7535562131678,-17.8841492871712,3.1,1.63,"197","null","null",93.91,"2490",6.183,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.3160753185521,"null","null","null","null","null","null","null",37,"3","4-Seam Fastball",1,4,4,1,4,1,4,1,"Strategic","Standard"
"CH","2019-09-03","84.7",-3.41860524204226,5.40844666628348,"Max Scherzer",624424,453286,"null","swinging_strike",,,,,"4","null","R","L","R","WSH","NYM","S","null","null",1,0,2019,-1.41263659507252,0.512086780495888,"-0.39","2.06","null","null","null",2,5,"Top","null","null",,,"435559",,"190904_002511",9.74725996292049,-122.878072601809,-2.46267499782723,-15.9756102091649,22.9265421145588,-26.8054706975935,2.98,1.52,"null","null","null",84.083,"1548",5.922,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5777904561332,"null","null","null","null","null","null","null",37,"2","Changeup",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","94.5",-3.37989421085596,5.42156508793359,"Max Scherzer",624424,453286,"null","ball",,,,,"3","null","R","L","R","WSH","NYM","B","null","null",0,0,2019,-0.911085683398089,1.24387163336835,"0.80","2.88","null","null","null",2,5,"Top","null","null",,,"435559",,"190904_002456",12.7020070617184,-136.936835988038,-3.57773541523535,-13.9662863338184,28.9867476825058,-16.2528592751582,3.12,1.48,"null","null","null",93.432,"2586",5.799,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7005297479315,"null","null","null","null","null","null","null",37,"1","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-03","85.6",-3.59183742942898,5.22861294056124,"Max Scherzer",624413,453286,"field_out","hit_into_play",,,,,"9","Pete Alonso flies out to left fielder Juan Soto.  ","R","R","R","WSH","NYM","X",7,"fly_ball",1,0,2019,0.526752255967264,0.110486047842701,"0.29","2.00","null","null","null",1,5,"Top","35.61","108.38",,,"435559",,"190904_002425",8.05101544419308,-124.505239897596,-1.60954694772418,3.95102579663222,22.7324906815393,-30.9612329624572,3.15,1.55,"302","84.2","30",85.213,"2557",5.861,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6384416854856,"0.048","0.063","0.00",1,0,0,3,36,"2","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-03","77.8",-3.37643782271269,5.48519885260557,"Max Scherzer",624413,453286,"null","ball",,,,,"7","null","R","R","R","WSH","NYM","B","null","null",0,0,2019,1.01715253083161,-0.506027482727376,"-0.74","1.37","null","null","null",1,5,"Top","null","null",,,"435559",,"190904_002403",3.79405510651367,-113.239745624346,-1.0340728431883,7.84905886782315,20.1927123776174,-36.4808865416276,3.24,1.48,"null","null","null",76.865,"2847",5.55,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.949457670644,"null","null","null","null","null","null","null",36,"1","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"CH","2019-09-03","83.5",-3.40614155614139,5.41654021593294,"Max Scherzer",643446,453286,"field_out","hit_into_play",,,,,"13","Jeff McNeil grounds out, second baseman Asdrubal Cabrera to first baseman Matt Adams.  ","R","L","R","WSH","NYM","X",4,"ground_ball",1,1,2019,-1.26500002444283,0.254134381185172,"-1.08","2.46","null","null","null",0,5,"Top","146.90","149.68",,,"435559",,"190904_002333",7.80165558659338,-121.389599686124,-0.891101989059293,-13.8948109005845,21.9142710242362,-29.7123481198571,3.55,1.77,"59","96.4","2",83.466,"1461",6.146,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.3536007992269,"0.462","0.421","0.00",1,0,0,4,35,"3","Changeup",1,4,4,1,4,1,4,1,"Standard","Standard"
"CH","2019-09-03","83.9",-3.44475444814321,5.40111498679697,"Max Scherzer",643446,453286,"null","ball",,,,,"14","null","R","L","R","WSH","NYM","B","null","null",0,1,2019,-1.10140631133307,0.345766550435255,"0.45","0.77","null","null","null",0,5,"Top","null","null",,,"435559",,"190904_002307",11.0180348002433,-121.564406910312,-4.91814809264071,-12.8312353443365,22.1931425542995,-28.0988664787656,3.41,1.74,"null","null","null",83.252,"1532",5.944,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5552446369646,"null","null","null","null","null","null","null",35,"2","Changeup",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","89.1",-3.41975387689566,5.36908969047751,"Max Scherzer",643446,453286,"null","swinging_strike",,,,,"9","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-0.203876649238492,0.679765969601445,"0.61","1.73","null","null","null",0,5,"Top","null","null",,,"435559",,"190904_002250",10.2237868595805,-129.352661378866,-4.33465249823408,-4.11977276766425,23.3128303542187,-24.0047234402162,3.47,1.71,"null","null","null",88.792,"2534",5.924,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5751444109516,"null","null","null","null","null","null","null",35,"1","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","96.1",-3.36182913098028,5.45587373206137,"Max Scherzer",594798,453286,"strikeout","swinging_strike",,,,,"1","Jacob deGrom strikes out swinging.  ","R","L","R","WSH","NYM","S",2,"null",3,2,2019,-0.789654008560656,1.30044548530911,"-0.39","3.27","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_001116",9.57469074176459,-139.618573719192,-3.08836207241671,-12.3119070129885,30.227940954077,-14.8657206108651,3.61,2.03,"null","null","null",95.642,"2468",6.027,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.472645056446,"null","null","0.00",1,0,0,"null",31,"8","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","95.5",-3.50843899024815,5.12836011395532,"Max Scherzer",594798,453286,"null","foul",,,,,"5","null","R","L","R","WSH","NYM","S","null","null",3,2,2019,-0.920081172089739,1.13937173950444,"-0.22","3.02","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_001048",10.6185772788855,-138.76194672126,-2.47472690762669,-14.0052740986142,28.6048821401073,-17.2446956238549,3.61,1.94,"null","null","null",95.198,"2409",6.02,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4794950132411,"null","null","null","null","null","null","null",31,"7","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","90.4",-3.63262362626123,5.14094558521769,"Max Scherzer",594798,453286,"null","foul",,,,,"4","null","R","L","R","WSH","NYM","S","null","null",3,2,2019,-0.091239741468303,0.726968564370013,"-0.46","3.04","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_001018",8.02326914422032,-131.526208593563,-0.86678692038883,-2.56274353011912,24.8064854421316,-23.8615137189266,3.61,1.8,"208","null","null",90.096,"2400",5.864,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6351741115756,"null","null","null","null","null","null","null",31,"6","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","96.1",-3.40346969657125,5.33482675750103,"Max Scherzer",594798,453286,"null","ball",,,,,"11","null","R","L","R","WSH","NYM","B","null","null",2,2,2019,-1.02786774354018,1.22425122499149,"-1.50","2.91","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_000949",7.25265396637196,-139.722439329316,-3.53160011698016,-14.8356199465611,30.6307705317272,-15.858404991141,3.58,1.83,"null","null","null",95.329,"2517",5.829,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6707295310129,"null","null","null","null","null","null","null",31,"5","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-03","80.9",-3.48699539344174,5.31123773104817,"Max Scherzer",594798,453286,"null","ball",,,,,"13","null","R","L","R","WSH","NYM","B","null","null",1,2,2019,1.11863832096109,-0.525512050845273,"-0.54","1.12","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_000925",4.43915748600626,-117.66676269671,-1.72356606375882,9.36871096539059,21.596158058999,-36.8815308385611,3.52,1.88,"null","null","null",80.117,"2825",5.702,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7971509922838,"null","null","null","null","null","null","null",31,"4","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","89.0",-3.38157288299228,5.36630011817086,"Max Scherzer",594798,453286,"null","blocked_ball",,,,,"14","null","R","L","R","WSH","NYM","B","null","null",0,2,2019,-0.0663157633329694,0.5846647276046,"0.30","0.64","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_000856",9.07436040986616,-129.235696035547,-6.77222623856819,-2.32500482804339,22.5889447857987,-24.6773431119507,3.7,1.91,"null","null","null",88.689,"2409",5.854,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6451441877851,"null","null","null","null","null","null","null",31,"3","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"FC","2019-09-03","90.1",-3.64754303577339,5.08490114560064,"Max Scherzer",594798,453286,"null","called_strike",,,,,"1","null","R","L","R","WSH","NYM","S","null","null",0,1,2019,0.186839268871317,0.521472067584852,"-0.33","3.26","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_000828",7.78639005518006,-131.004738677027,0.299276877297872,0.631019941745378,25.2143503050947,-26.5055491438953,3.55,1.88,"null","null","null",89.679,"2556",5.876,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.623618309397,"null","null","null","null","null","null","null",31,"2","Cutter",1,4,4,1,4,1,4,1,"Standard","Standard"
"CU","2019-09-03","80.6",-3.44203048584644,5.38206936538798,"Max Scherzer",594798,453286,"null","swinging_strike",,,,,"9","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,0.983438076128923,-0.755577497256183,"0.61","1.81","null",641645,"null",2,4,"Top","null","null",,,"435559",,"190904_000802",7.09683749461508,-117.223504948104,0.105440196526728,7.66017555266274,20.9279677609985,-39.2815549486983,3.58,1.8,"null","null","null",80.015,"2841",5.791,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7087962137353,"null","null","null","null","null","null","null",31,"1","Curveball",1,4,4,1,4,1,4,1,"Strategic","Standard"
"CH","2019-09-03","83.9",-3.31941160922006,5.40166298036629,"Max Scherzer",641645,453286,"double","hit_into_play_no_out",,,,,"5","Luis Guillorme doubles (4) on a line drive to right fielder Gerardo Parra.  ","R","L","R","WSH","NYM","X",9,"line_drive",0,1,2019,-1.28311957238714,0.445571988585617,"0.22","2.24","null","null","null",2,4,"Top","216.00","110.51",,,"435559",,"190904_000722",10.6748288839918,-121.848209432192,-1.82834016067118,-14.7022475888032,21.3565243148125,-27.5944141557075,3.23,1.51,"298","85.8","25",84.026,"1581",6.239,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.2601553566168,"0.132","0.153","1.25",1,1,1,3,30,"2","Changeup",1,4,4,1,4,1,4,1,"Strategic","Standard"
"CU","2019-09-03","80.4",-3.37365422257697,5.54867509632619,"Max Scherzer",641645,453286,"null","called_strike",,,,,"2","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,0.769432077160257,-0.200816306847591,"-0.23","2.74","null","null","null",2,4,"Top","null","null",,,"435559",,"190904_000702",5.47899165531255,-117.025837203421,0.739269729196012,6.04172752112927,19.8342204590715,-34.3399184655859,3.12,1.51,"null","null","null",79.945,"null",5.733,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7669819650714,"null","null","null","null","null","null","null",30,"1","Curveball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","97.2",-3.46446445137039,5.3406395689243,"Max Scherzer",453943,453286,"field_out","hit_into_play",,,,,"2","Todd Frazier grounds out, shortstop Trea Turner to first baseman Matt Adams.  ","R","R","R","WSH","NYM","X",6,"ground_ball",0,2,2019,-1.08809072946792,1.23147585233917,"0.06","2.89","null","null","null",1,4,"Top","108.80","154.25",,,"435559",,"190904_000632",11.7591928426186,-141.052774972425,-3.77382929360869,-16.8760316261331,30.363740183827,-15.3525623021126,3.21,1.51,"15","88.2","-12",96.434,"2554",5.883,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.6162282834048,"0.145","0.140","0.00",1,0,0,2,29,"3","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"SL","2019-09-03","85.8",-3.63726510340642,5.28513424470795,"Max Scherzer",453943,453286,"null","swinging_strike",,,,,"14","null","R","R","R","WSH","NYM","S","null","null",0,1,2019,0.341749722991815,-0.0377506208627004,"1.88","1.61","null","null","null",1,4,"Top","null","null",,,"435559",,"190904_000607",12.2579591235993,-124.469826737411,-2.36347989771385,1.28896819671623,22.7057740863766,-32.3464887317281,3.23,1.63,"null","null","null",85.315,"1223",5.942,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.557682366694,"null","null","null","null","null","null","null",29,"2","Slider",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","95.3",-3.34506441238202,5.39165242686192,"Max Scherzer",453943,453286,"null","called_strike",,,,,"2","null","R","R","R","WSH","NYM","S","null","null",0,0,2019,-1.10834164080792,1.23454389821741,"0.17","3.30","null","null","null",1,4,"Top","null","null",,,"435559",,"190904_000552",11.6422714878674,-138.242288168475,-2.59356993613583,-16.6737379232914,29.5645738025994,-16.0329431842378,3.35,1.65,"null","null","null",95.032,"2429",6.215,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.2841855675766,"null","null","null","null","null","null","null",29,"1","4-Seam Fastball",1,4,4,1,4,1,4,1,"Standard","Standard"
"FF","2019-09-03","91.9",-3.56035487995811,5.25469911343745,"Max Scherzer",605412,453286,"home_run","hit_into_play_score",,,,,"2","Joe Panik homers (4) on a fly ball to right center field.    Wilson Ramos scores.  ","R","L","R","WSH","NYM","X","null","fly_ball",0,0,2019,-0.571415911013065,0.869534650719343,"0.11","2.94","null",467092,"null",1,4,"Top","176.71","38.43",,,"435559",,"190904_000508",10.3386867316314,-133.458729280896,-1.85956238432229,-8.67375499718264,25.3063474786659,-21.8281171400361,3.18,1.57,"397","100.4","22",91.04,"2620",5.615,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.8840925148233,"0.612","0.885","2.00",1,0,3,5,28,"1","4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard"
"FF","2019-09-03","96.6",-3.5743172165722,5.06762501398398,"Max Scherzer",607043,453286,"sac_fly","hit_into_play_score",,,,,"8","Brandon Nimmo out on a sacrifice fly to center fielder Victor Robles.   Michael Conforto scores.  ","R","L","R","WSH","NYM","X",8,"line_drive",1,2,2019,-1.01533513600762,1.1520408490888,"0.24","2.21",624424,467092,"null",0,4,"Top","131.20","66.01",,,"435559",,"190904_000355",12.3585677204983,-140.13569967123,-4.6157258580351,-15.9707553396591,29.9909783083958,-16.2800267266412,3.48,1.77,"310","90.7","19",96.237,"2546",6.133,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.3669630037569,"0.452","0.462","0.00",1,0,0,4,27,"4","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-09-03","95.4",-3.48239206326286,5.3158363735222,"Max Scherzer",607043,453286,"null","swinging_strike",,,,,"5","null","R","L","R","WSH","NYM","S","null","null",1,1,2019,-1.25633355463324,1.22604135643526,"-0.15","2.29",624424,467092,"null",0,4,"Top","null","null",,,"435559",,"190904_000315",11.52054109215,-138.440208158371,-5.03666509990863,-18.5764459113525,29.4775468336382,-15.578885186001,3.52,1.69,"null","null","null",95.167,"2547",6.203,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.2969123757951,"null","null","null","null","null","null","null",27,"3","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-09-03","94.5",-3.61899617470351,5.2786121856156,"Max Scherzer",607043,453286,"null","ball",,,,,"11","null","R","L","R","WSH","NYM","B","null","null",0,1,2019,-1.32246708846856,1.17301527809787,"-0.84","3.37",624424,467092,"null",0,4,"Top","null","null",,,"435559",,"190904_000248",10.0625054977884,-137.254514228824,-1.84106437446278,-18.6786505025226,28.9428087240493,-17.3226772272597,3.63,1.77,"null","null","null",93.98,"2620",5.982,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5178387467874,"null","null","null","null","null","null","null",27,"2","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-09-03","95.3",-3.48225099311679,5.38599464679207,"Max Scherzer",607043,453286,"null","called_strike",,,,,"5","null","R","L","R","WSH","NYM","S","null","null",0,0,2019,-1.28040617489325,1.42237208818176,"0.24","2.34",624424,467092,"null",0,4,"Top","null","null",,,"435559",,"190904_000222",12.4988285528638,-138.12412565902,-5.4391982555511,-18.933296444042,29.8570787829675,-13.1920963965962,3.52,1.68,"null","null","null",94.565,"2697",6.015,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4843658806278,"null","null","null","null","null","null","null",27,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2019-09-03","94.2",-3.61219579028739,5.16153605783152,"Max Scherzer",467092,453286,"double","hit_into_play_score",,,,,"13","Wilson Ramos doubles (15) on a sharp line drive to left fielder Juan Soto.   Pete Alonso scores.    Michael Conforto to 3rd.  ","R","R","R","WSH","NYM","X",7,"line_drive",0,0,2019,-1.11188306110707,1.32379594867515,"-1.14","1.83","null",624413,624424,0,4,"Top","44.81","106.38",,,"435559",,"190904_000130",8.78820550679852,-136.766124352309,-5.800316112736,-15.728595313455,29.7010240767983,-14.6870366363193,3.38,1.74,"291","102.9","14",93.635,"2700",6.047,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4525457494821,"0.742","0.774","1.25",1,1,1,4,26,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-09-03","90.0",-3.62068215247579,5.29839662797572,"Max Scherzer",624424,453286,"single","hit_into_play_no_out",,,,,"4","Michael Conforto singles on a ground ball to right fielder Gerardo Parra.   Pete Alonso to 2nd.  ","R","L","R","WSH","NYM","X",9,"ground_ball",0,0,2019,-0.586300363002003,1.13384293532544,"-0.56","2.06","null","null",624413,0,4,"Top","178.90","119.20",,,"435559",,"190904_000039",8.75011354868809,-130.82552118791,-4.47342911522162,-8.26841182494581,23.1415067963403,-18.5824132846235,3.1,1.6,"48","92.5","0",89.962,"2653",5.966,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.5337729946617,"0.358","0.324","0.90",1,1,0,2,25,"1","4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard"
"SL","2019-09-03","87.0",-3.41823208774908,5.35590982632494,"Max Scherzer",624413,453286,"single","hit_into_play_no_out",,,,,"14","Pete Alonso singles on a line drive to right fielder Gerardo Parra.  ","R","R","R","WSH","NYM","X",9,"line_drive",0,0,2019,0.167651371749833,0.282778478867946,"0.97","1.28","null","null","null",0,4,"Top","163.61","97.99",,,"435559",,"190904_000004",10.1176651034546,-126.433531976215,-4.26233415349854,0.181105899095909,20.3255903305833,-28.6207849561521,3.1,1.45,"206","83.6","15",87.271,"2619",6.065,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.4343248629512,"0.940","0.877","0.90",1,1,0,4,24,"1","Slider",1,0,0,1,0,1,0,1,"Standard","Standard"
"FC","2019-09-03","89.9",-3.54376991255621,5.34541846884205,"Max Scherzer",643446,453286,"field_out","hit_into_play",,,,,"2","Jeff McNeil grounds out, third baseman Anthony Rendon to first baseman Matt Adams.  ","R","L","R","WSH","NYM","X",5,"ground_ball",0,1,2019,0.0489939438346908,0.622527967310107,"-0.24","3.02","null","null","null",2,3,"Top","108.29","168.48",,,"435559",,"190903_234957",7.99543798706737,-130.735912948643,-1.13909082714997,-0.889452611618325,23.6282777570077,-25.1200319687775,3.47,1.68,"10","89.2","-16",89.458,"2348",5.734,565964,453286,"435559","571431","452678","543685","607208","665742","645302","467827",54.7651664498778,"0.168","0.151","0.00",1,0,0,2,19,"2","Cutter",1,0,0,1,0,1,0,1,"Standard","Standard"
